Resultado,numero 1,numero 2,numero 3,numero 4,numero 5,numero 6
perde,09,11,22,39,49,50
perde,19,21,27,39,43,52
perde,16,25,35,37,46,58
vence,15,19,29,37,41,53
perde,08,09,30,34,51,58
perde,09,20,25,34,39,53
perde,05,40,44,46,51,53
perde,02,03,29,37,41,56
perde,17,31,38,41,50,57
perde,01,14,24,34,45,60
perde,01,02,30,36,45,50
perde,09,16,32,33,37,47
perde,25,34,41,42,44,49
vence,5,10,18,24,39,52
perde,05,12,35,44,53,54
perde,05,08,12,46,49,55
perde,28,29,31,42,43,53
perde,15,18,23,25,49,54
perde,03,27,28,40,44,51
perde,09,10,24,41,51,59
perde,09,14,15,22,38,57
vence,11,16,28,29,30,45
vence,2,8,17,22,42,44
vence,5,12,21,32,33,35
perde,12,16,32,33,36,52
perde,04,06,23,32,50,56
perde,10,13,17,34,42,58
perde,08,09,17,30,45,60
perde,11,18,20,32,33,43
vence,1,13,18,26,40,56
perde,02,05,15,34,40,51
perde,01,02,12,25,30,50
perde,02,36,41,51,56,59
perde,14,19,29,33,36,47
perde,03,04,13,16,36,47
perde,11,16,17,23,34,50
perde,01,15,38,47,54,60
perde,02,07,12,35,45,49
perde,09,11,18,24,29,50
perde,05,12,21,26,33,54
perde,06,10,15,24,44,45
perde,06,20,25,34,38,51
vence,7,16,26,29,45,55
perde,14,16,24,25,37,60
perde,02,11,12,17,34,57
vence,13,18,21,27,53,59
perde,02,16,20,24,44,53
perde,13,14,17,30,31,39
perde,03,20,21,32,35,45
perde,03,20,24,26,37,59
vence,22,37,42,48,58,59
perde,02,03,30,31,49,53
vence,6,12,30,31,35,50
perde,10,39,40,44,55,59
perde,03,18,31,51,55,56
perde,11,19,33,45,49,57
vence,4,9,25,32,33,43
perde,01,09,15,17,19,27
perde,14,17,24,30,39,46
vence,16,27,28,47,59,60
perde,16,19,30,40,41,42
perde,04,12,14,24,45,53
perde,17,22,31,39,45,46
perde,04,26,28,32,36,40
perde,06,22,30,39,55,58
perde,06,07,16,19,46,59
perde,06,18,27,35,48,60
perde,05,13,19,28,42,56
perde,05,31,38,44,55,56
perde,01,06,07,38,43,45
perde,02,05,17,19,30,39
perde,05,14,28,31,34,36
perde,15,16,27,33,34,41
perde,02,07,32,34,42,48
perde,03,28,31,32,56,59
vence,23,26,28,54,55,60
perde,10,15,24,30,47,50
vence,4,13,14,40,46,52
perde,21,22,28,35,39,49
vence,6,18,24,27,56,59
perde,33,36,41,51,54,56
perde,05,09,21,25,29,50
vence,12,27,37,44,54,59
vence,5,8,17,35,37,48
perde,09,10,23,32,41,58
perde,12,13,17,28,39,49
vence,3,19,25,44,46,57
perde,11,39,44,46,51,52
perde,05,22,33,34,49,55
perde,14,24,28,30,32,33
perde,15,18,28,30,32,33
perde,10,29,40,42,57,58
perde,35,37,40,41,42,52
perde,13,19,22,25,30,55
perde,02,19,23,39,53,55
perde,13,16,20,39,41,43
perde,04,05,12,27,33,37
perde,12,19,23,24,55,59
perde,03,09,22,23,31,51
perde,16,24,43,54,55,59
perde,13,33,41,47,55,60
perde,12,30,32,44,50,56
perde,02,07,09,30,49,54
perde,09,14,33,34,42,52
perde,06,21,34,41,42,54
perde,11,16,20,21,30,44
perde,10,12,23,40,48,60
vence,4,10,32,33,49,60
vence,13,17,31,43,54,55
perde,02,05,06,20,22,60
vence,8,11,25,39,41,60
perde,01,04,27,41,49,58
perde,08,11,18,19,39,47
perde,33,36,41,46,49,60
vence,12,25,30,40,41,60
perde,04,13,25,35,45,60
perde,11,17,27,28,34,43
perde,13,24,29,38,39,50
perde,19,31,32,54,57,60
perde,02,04,14,17,25,58
perde,17,18,27,36,37,54
vence,10,30,36,40,44,60
perde,28,35,46,49,51,53
vence,9,11,12,30,39,43
perde,02,11,24,25,38,54
perde,04,22,27,28,31,41
perde,05,34,36,50,52,55
perde,01,07,08,23,50,52
perde,11,14,18,34,49,60
perde,02,04,25,39,46,54
perde,05,10,12,27,42,44
perde,03,16,35,36,48,59
perde,09,11,28,30,42,47
perde,09,13,18,35,48,58
vence,3,16,28,32,34,37
perde,05,30,36,48,55,60
perde,11,34,39,42,43,51
perde,01,13,43,44,45,58
vence,4,13,23,28,30,52
perde,05,12,14,29,32,53
perde,05,14,15,23,33,34
perde,07,15,16,27,33,49
vence,3,7,19,34,37,39
perde,01,03,24,32,34,49
perde,02,03,07,08,27,59
perde,16,19,36,38,46,52
perde,26,42,49,51,54,56
perde,12,16,28,29,32,42
perde,11,28,30,40,42,51
perde,26,31,36,39,47,49
perde,03,04,06,13,26,60
perde,06,19,27,29,43,59
perde,13,36,37,40,50,53
vence,9,19,21,30,31,42
vence,5,11,38,46,53,54
vence,32,37,44,47,54,60
vence,30,37,45,54,57,58
perde,11,16,23,33,41,43
perde,05,19,22,33,54,60
perde,27,41,43,46,55,57
vence,9,22,29,36,51,56
vence,26,29,36,49,50,59
perde,18,28,30,31,54,60
perde,22,25,26,30,32,47
perde,02,13,30,36,38,40
perde,11,34,35,38,44,45
perde,01,15,26,27,44,46
perde,03,14,40,42,47,59
perde,01,13,18,20,21,22
vence,4,9,15,17,34,39
perde,02,07,08,41,42,50
perde,02,07,25,33,37,52
perde,04,06,17,19,28,46
perde,03,20,35,36,40,47
perde,04,07,09,10,28,42
perde,13,19,25,26,35,44
perde,12,27,49,52,55,58
vence,4,24,46,52,55,56
perde,02,13,20,26,57,60
vence,11,20,48,53,58,60
perde,02,06,15,27,35,41
perde,16,25,35,42,53,54
perde,10,18,19,28,45,50
perde,12,14,27,39,42,55
perde,25,31,32,33,39,50
perde,01,06,10,13,57,58
perde,14,27,33,44,47,52
perde,12,26,27,41,51,57
perde,03,08,21,30,31,37
perde,05,08,09,15,19,52
vence,2,8,18,27,38,60
perde,10,21,34,41,45,58
perde,15,21,27,37,49,58
perde,08,12,23,25,30,43
perde,02,06,15,22,23,48
perde,01,15,20,26,31,51
perde,04,15,23,38,40,43
perde,02,05,07,21,34,37
perde,01,04,06,11,30,43
perde,18,25,32,36,41,42
perde,04,21,45,52,55,60
perde,06,11,24,43,56,57
vence,8,27,44,51,53,60
vence,1,12,17,31,37,46
perde,09,13,16,25,36,56
vence,7,8,23,30,32,53
vence,12,21,46,48,56,57
perde,12,13,16,27,43,48
perde,20,21,27,40,43,50
perde,04,26,30,34,37,47
vence,2,3,8,19,29,37
perde,20,24,27,30,37,53
perde,01,09,12,15,21,54
perde,06,09,24,30,31,57
perde,02,03,11,22,49,52
perde,18,21,28,31,47,54
perde,04,16,21,26,30,35
perde,02,14,29,35,42,50
perde,03,17,20,22,27,37
perde,01,07,10,27,43,49
perde,09,15,16,27,28,42
perde,02,11,16,23,26,30
perde,26,50,54,55,57,59
perde,12,15,22,27,35,56
perde,13,25,35,42,46,47
perde,05,11,24,34,50,52
perde,02,14,16,21,31,54
perde,08,27,28,35,45,56
perde,02,08,14,16,18,46
perde,17,25,31,38,47,48
perde,03,27,31,33,37,47
perde,23,26,34,43,57,58
perde,09,20,21,26,29,56
perde,24,27,36,37,42,51
perde,09,10,15,27,35,40
perde,01,11,13,25,29,57
vence,9,23,28,40,48,59
perde,09,18,22,25,29,51
perde,07,28,33,34,53,57
perde,01,03,04,25,26,50
perde,02,13,14,42,50,58
perde,05,13,14,31,33,50
perde,07,31,32,42,56,57
perde,11,18,31,32,43,52
perde,11,14,15,23,56,58
perde,08,22,25,42,46,47
perde,05,18,21,29,40,46
perde,01,36,40,49,55,59
perde,01,05,14,29,30,60
perde,13,25,27,42,55,56
perde,05,10,13,39,42,56
perde,01,21,22,32,44,51
perde,03,04,16,33,35,50
perde,10,15,19,25,33,56
perde,18,29,44,54,59,60
perde,10,27,32,38,40,56
perde,02,20,32,38,42,43
vence,6,23,29,39,51,60
perde,11,12,19,20,36,59
vence,2,3,13,37,46,54
perde,04,21,24,30,41,50
perde,08,16,19,28,39,55
vence,10,21,43,47,53,55
perde,10,26,31,32,44,50
vence,11,14,21,25,46,50
perde,04,13,25,34,42,51
perde,06,09,31,36,47,48
perde,02,22,25,51,55,59
perde,01,03,35,36,43,46
perde,20,36,37,41,48,57
perde,04,24,29,33,45,52
perde,08,20,25,48,55,58
perde,09,22,38,46,47,54
perde,34,35,40,44,47,60
perde,06,18,31,45,55,59
perde,13,17,23,27,31,54
perde,05,16,21,26,37,50
perde,16,17,20,29,41,42
perde,12,19,42,49,55,57
perde,19,30,40,41,47,49
perde,05,06,23,30,42,59
perde,01,04,07,08,28,45
perde,02,07,08,24,51,60
perde,07,09,13,34,35,55
perde,09,20,38,41,52,55
perde,08,11,15,24,39,45
perde,06,31,35,36,44,58
perde,16,20,29,32,34,41
perde,13,19,36,42,47,60
perde,07,26,28,35,48,58
perde,13,24,36,40,44,59
perde,03,09,18,28,34,54
vence,6,8,19,22,43,52
perde,16,29,33,37,49,58
perde,12,18,34,38,54,59
perde,16,40,42,43,50,60
vence,9,18,24,35,36,59
perde,15,44,52,57,58,59
perde,03,06,15,25,35,55
perde,03,11,19,23,30,44
perde,02,08,20,30,41,47
perde,07,22,28,33,37,60
perde,18,23,38,43,55,59
perde,02,13,16,23,29,54
vence,1,13,20,27,35,37
vence,8,26,30,31,38,48
perde,14,17,18,30,35,47
vence,2,20,35,38,45,51
perde,04,06,13,27,34,38
perde,05,27,30,39,49,60
perde,21,22,29,46,48,53
perde,05,13,40,47,53,60
perde,05,22,27,34,53,55
vence,9,21,30,41,42,43
perde,01,04,09,14,23,57
perde,03,22,31,32,46,52
perde,14,15,16,20,41,57
perde,04,11,14,24,47,48
perde,03,26,28,29,33,57
vence,1,9,30,33,34,40
perde,03,29,37,41,44,58
perde,05,22,34,37,58,59
perde,21,28,34,40,42,48
perde,04,07,12,30,36,59
vence,13,14,24,39,40,45
perde,13,33,37,40,41,58
perde,06,08,28,40,52,58
perde,04,14,21,29,41,54
perde,01,17,19,28,46,54
perde,07,21,23,27,31,42
perde,24,44,45,46,56,60
perde,07,09,12,14,43,53
perde,11,43,50,52,54,59
vence,1,18,45,56,57,58
perde,02,07,13,22,31,50
perde,41,43,50,52,59,60
perde,12,13,28,32,33,48
vence,4,13,14,18,49,59
perde,02,05,08,17,36,39
perde,16,19,28,54,55,57
perde,16,34,35,47,56,58
perde,02,09,25,40,44,54
perde,10,14,27,36,41,55
perde,14,22,24,29,33,49
perde,06,19,20,25,37,54
perde,06,21,39,46,58,59
perde,31,32,49,50,53,57
perde,05,15,28,30,44,51
vence,2,14,48,55,58,60
vence,2,16,17,25,50,54
vence,7,9,12,19,45,54
perde,01,07,23,29,31,42
perde,02,04,30,39,43,44
perde,14,18,31,36,42,54
perde,14,29,34,41,43,44
perde,03,22,25,50,51,57
vence,1,4,26,39,47,55
vence,11,26,27,30,34,41
perde,05,07,08,12,33,39
vence,9,37,40,50,58,60
perde,11,18,23,24,28,30
perde,10,35,46,52,58,59
perde,01,12,13,25,31,52
perde,03,06,17,24,33,56
perde,17,19,21,25,40,49
perde,04,14,20,32,33,35
perde,01,03,04,33,49,60
perde,19,20,36,40,46,50
perde,03,07,17,33,34,47
perde,04,21,23,25,32,53
perde,09,10,28,39,49,52
vence,7,14,47,54,56,60
perde,10,11,15,28,44,50
perde,06,07,13,23,37,55
perde,03,06,08,09,19,28
perde,17,25,30,35,40,45
perde,15,25,31,39,41,45
vence,21,22,35,40,53,59
perde,05,13,14,48,58,59
perde,01,06,21,25,28,60
perde,22,29,33,39,44,53
perde,02,04,21,35,46,49
perde,07,08,25,33,41,57
vence,9,11,27,46,51,53
perde,13,17,22,24,33,49
perde,07,17,25,28,43,46
perde,04,08,27,42,46,58
perde,07,23,42,43,44,60
perde,05,11,14,18,36,60
perde,13,16,23,25,36,49
perde,07,14,30,32,45,56
perde,07,12,19,28,40,57
perde,23,24,25,27,29,59
perde,03,08,30,50,51,54
perde,38,44,47,48,51,60
perde,01,04,12,39,45,59
perde,02,21,24,35,44,53
vence,13,16,23,24,32,35
perde,02,21,30,46,47,59
perde,07,09,44,47,50,54
perde,10,14,40,48,52,55
vence,13,21,29,34,47,57
perde,25,32,35,39,42,49
perde,15,18,23,28,30,57
perde,07,10,15,24,35,50
vence,1,17,38,43,45,47
perde,09,14,18,33,37,41
perde,12,17,20,35,40,57
perde,04,07,13,18,42,48
perde,04,20,35,42,49,55
perde,14,15,16,39,45,51
perde,15,19,33,42,53,57
perde,11,12,16,33,34,46
perde,12,22,31,32,48,54
perde,07,10,19,40,44,47
vence,26,33,42,43,53,54
perde,01,08,23,42,51,58
perde,01,20,23,26,32,39
perde,01,05,18,27,28,40
vence,9,11,29,30,33,60
vence,6,13,21,22,31,46
perde,10,15,18,27,42,59
vence,7,11,12,30,39,57
perde,07,14,15,19,47,60
perde,19,28,37,51,58,59
perde,37,46,47,50,56,60
perde,05,15,21,48,50,54
vence,6,18,19,33,34,53
perde,08,09,19,28,35,51
perde,09,17,30,44,46,53
perde,13,27,28,29,33,57
vence,6,10,11,28,32,40
vence,5,25,28,41,53,54
perde,10,32,33,34,46,55
perde,25,27,30,41,46,57
perde,08,16,20,32,35,55
vence,6,23,31,33,39,52
perde,07,17,35,36,45,51
perde,05,18,23,57,59,60
perde,04,11,19,23,50,57
perde,09,18,30,31,33,53
vence,6,11,20,34,37,40
perde,12,14,15,25,29,55
perde,02,04,25,27,32,50
vence,1,12,16,26,46,54
perde,06,27,39,45,53,55
perde,02,05,13,20,44,47
perde,07,11,29,37,42,43
perde,12,20,22,23,27,60
perde,06,19,21,23,29,47
perde,03,16,17,23,29,36
perde,01,18,19,42,54,60
perde,14,17,18,49,52,58
vence,15,16,18,20,22,48
perde,04,07,08,21,27,59
perde,04,12,15,31,34,50
perde,10,23,31,36,41,57
perde,04,17,22,29,31,41
vence,23,36,48,52,53,58
perde,06,07,19,33,41,44
perde,10,17,27,37,38,55
perde,03,39,46,51,53,55
vence,4,8,21,32,43,48
perde,01,22,25,26,37,58
perde,02,04,10,29,40,45
vence,8,12,16,29,37,58
perde,09,13,29,44,49,53
vence,7,9,30,44,51,60
perde,05,11,18,27,32,33
perde,15,16,22,35,37,57
perde,17,37,38,40,52,56
perde,05,06,13,30,35,42
perde,14,27,29,35,44,47
perde,02,25,37,40,43,49
perde,10,27,31,32,36,55
perde,04,15,19,30,35,48
perde,18,32,47,52,53,55
perde,02,03,15,26,39,45
perde,04,11,19,35,37,58
vence,2,3,5,10,15,34
perde,04,06,11,18,31,49
perde,16,17,20,30,40,43
perde,05,06,19,43,53,54
vence,17,28,33,36,53,59
perde,13,15,16,24,40,49
vence,6,27,33,39,40,60
perde,02,03,30,38,48,58
perde,11,14,18,33,52,58
perde,05,06,13,23,24,48
vence,14,25,28,41,43,46
perde,14,27,28,49,55,58
perde,01,02,16,33,50,56
perde,13,34,42,51,52,53
perde,04,15,21,23,38,57
vence,5,21,28,34,54,57
perde,12,27,31,40,47,59
vence,13,23,25,35,52,53
perde,15,17,34,48,50,58
perde,12,30,35,41,42,43
perde,01,12,13,15,21,55
perde,10,14,15,32,45,50
perde,01,13,24,25,26,48
perde,39,40,47,52,54,60
perde,03,06,07,09,16,50
perde,16,32,42,45,51,52
perde,17,22,28,32,42,50
perde,09,12,15,37,41,52
perde,04,32,35,49,54,57
perde,09,24,42,51,53,55
perde,16,18,30,34,40,56
perde,07,14,15,16,29,56
perde,02,07,10,27,40,41
perde,13,21,47,48,49,55
perde,05,09,16,26,29,31
perde,06,12,15,18,22,36
perde,03,05,30,43,49,50
perde,04,11,12,16,35,36
perde,03,06,12,20,31,35
vence,1,3,13,22,29,32
perde,24,34,35,46,53,54
vence,12,20,34,37,42,43
perde,07,19,20,49,51,56
perde,02,08,14,26,28,56
perde,07,12,21,41,46,51
vence,7,12,24,27,30,49
perde,05,07,14,23,52,53
perde,23,34,40,41,44,52
perde,04,18,36,43,46,53
perde,05,16,18,20,39,44
perde,08,12,13,25,32,34
perde,21,23,38,39,43,54
perde,06,09,28,34,40,59
vence,7,23,33,43,57,59
vence,4,12,25,34,35,48
perde,18,19,34,36,52,60
perde,03,10,13,35,45,56
perde,04,05,18,20,23,55
perde,17,24,29,37,54,58
perde,03,10,24,25,32,37
perde,12,15,19,34,51,58
perde,08,17,32,33,38,54
perde,01,02,12,29,44,52
perde,05,08,19,26,27,54
perde,07,24,34,37,40,51
perde,03,17,19,25,27,38
perde,03,05,07,15,20,21
perde,05,17,24,31,34,47
perde,02,20,21,23,51,58
perde,07,09,18,33,42,52
perde,01,04,23,24,35,60
perde,07,30,38,40,45,47
perde,12,15,39,43,49,59
perde,05,11,19,31,35,55
perde,19,31,50,52,55,59
perde,10,19,28,31,35,60
perde,08,27,38,46,48,54
perde,09,12,16,20,33,39
perde,03,16,18,20,21,38
perde,08,34,35,47,49,56
perde,05,18,28,39,49,51
perde,32,36,48,50,52,58
perde,11,18,27,41,47,56
perde,09,20,23,33,40,41
perde,09,21,36,53,55,59
perde,07,12,23,43,45,60
perde,07,11,43,45,46,49
perde,11,12,30,34,46,60
perde,10,29,33,35,44,55
perde,12,20,24,29,46,47
perde,14,16,18,53,55,57
perde,03,23,33,46,56,57
perde,14,42,49,52,53,60
perde,14,19,48,54,57,59
perde,03,06,08,11,41,48
perde,09,11,34,38,41,55
perde,09,10,29,34,36,59
perde,13,24,32,42,44,57
vence,6,10,11,40,41,56
perde,02,15,21,44,47,48
perde,15,27,29,49,57,60
perde,21,25,30,33,37,44
perde,25,27,29,49,54,58
perde,24,32,34,49,52,58
perde,10,22,23,24,48,56
perde,24,27,43,51,56,59
perde,09,15,17,26,50,53
perde,22,26,31,43,47,52
perde,15,23,24,42,45,46
perde,05,18,24,38,50,54
perde,08,11,16,44,58,59
perde,05,09,15,32,56,58
perde,25,31,35,52,58,60
perde,02,07,22,23,44,59
perde,03,12,28,29,47,56
perde,11,12,29,45,48,60
perde,01,27,42,47,50,59
perde,07,23,24,42,47,59
perde,06,07,08,12,21,24
perde,03,24,36,38,53,60
perde,04,14,16,24,52,55
perde,01,02,06,12,28,45
perde,10,36,55,56,58,60
perde,10,15,30,43,45,56
perde,01,08,18,22,52,54
perde,03,26,32,39,41,59
perde,17,18,40,41,43,47
perde,09,15,19,30,47,59
vence,12,28,38,39,51,56
perde,23,28,29,40,52,58
perde,09,10,15,16,44,57
perde,01,02,10,14,19,54
perde,02,08,16,23,28,52
vence,9,20,24,42,46,47
perde,34,37,40,42,53,54
perde,04,09,16,19,43,60
perde,07,10,23,37,39,49
perde,04,27,33,42,43,55
perde,02,12,15,34,40,48
perde,09,20,25,29,47,60
vence,25,27,44,47,48,57
vence,9,15,20,33,41,43
vence,7,8,11,18,37,43
perde,12,20,27,30,34,46
perde,01,11,15,26,32,33
vence,2,8,15,25,34,45
vence,1,8,23,37,54,57
perde,10,13,19,34,56,57
vence,16,23,35,37,55,57
perde,35,38,41,53,54,55
perde,02,14,15,36,39,56
vence,4,15,26,30,54,55
perde,03,16,38,39,40,56
perde,09,16,25,33,40,41
perde,14,25,32,37,46,51
perde,02,15,35,38,56,59
perde,07,09,11,16,29,48
vence,10,21,28,40,41,47
perde,05,14,37,38,47,51
perde,04,19,32,36,50,52
vence,16,17,23,42,59,60
perde,10,14,19,37,40,48
vence,6,24,28,43,51,56
perde,15,24,33,36,42,49
perde,02,18,22,27,32,45
perde,08,13,20,31,41,44
perde,11,15,22,42,47,53
perde,12,27,36,44,51,58
perde,02,06,18,35,50,52
perde,04,10,12,47,52,59
perde,03,09,27,28,29,57
perde,01,06,08,27,37,41
vence,5,7,11,34,35,50
perde,13,23,32,35,37,45
vence,20,32,37,38,48,58
perde,33,35,36,46,47,49
perde,09,25,30,40,45,48
perde,06,09,27,30,36,47
perde,11,25,40,41,46,51
vence,3,5,10,28,46,60
vence,5,11,27,38,53,60
perde,07,22,39,46,53,54
perde,09,11,23,40,45,57
perde,07,12,15,17,22,44
perde,07,16,20,36,39,60
perde,10,23,30,43,48,49
perde,08,10,26,27,29,55
perde,10,18,28,34,36,53
perde,13,17,18,27,31,47
vence,15,16,24,41,59,60
perde,07,20,25,26,38,43
perde,05,12,14,16,24,56
perde,01,05,06,10,12,39
perde,03,08,17,18,39,40
perde,19,25,27,32,42,54
perde,10,19,23,41,58,60
perde,12,15,43,46,49,51
perde,25,34,46,50,52,59
perde,01,05,08,13,47,56
perde,01,17,40,43,55,60
perde,01,16,30,40,50,55
vence,5,8,10,27,31,51
perde,02,03,13,21,23,50
perde,10,11,22,24,37,49
perde,13,37,45,47,50,59
perde,05,20,28,40,46,51
perde,01,12,40,44,51,59
perde,03,11,17,33,52,60
perde,05,06,28,34,36,38
perde,13,22,27,33,41,59
perde,26,32,33,48,57,58
perde,09,14,22,30,46,48
perde,07,09,14,15,23,51
perde,14,34,39,40,57,59
vence,7,12,24,44,51,56
perde,10,20,23,30,33,55
perde,06,29,32,38,45,51
perde,22,23,34,41,52,57
perde,04,25,29,32,41,52
perde,08,19,42,43,54,58
perde,01,03,31,43,53,56
perde,17,19,20,23,35,43
perde,03,09,36,43,46,59
vence,7,16,19,22,28,55
vence,2,4,6,29,41,56
perde,14,17,27,37,39,45
perde,01,08,22,28,42,43
perde,26,27,28,38,44,47
perde,12,15,31,37,41,44
perde,13,15,38,39,43,49
perde,12,21,25,26,43,46
perde,06,15,27,30,36,50
perde,15,18,35,36,37,49
perde,17,20,23,36,44,54
perde,12,24,28,34,37,48
perde,03,05,32,48,57,58
perde,12,15,17,20,33,60
perde,02,06,07,43,45,48
vence,2,29,41,44,53,55
perde,02,16,19,29,44,47
perde,03,21,25,33,38,48
perde,07,19,32,44,47,51
perde,05,08,18,25,32,42
vence,17,20,26,28,48,49
perde,04,11,19,30,48,50
vence,5,10,23,24,35,47
perde,24,28,32,34,42,51
perde,03,05,31,42,45,51
vence,13,25,28,37,43,56
perde,06,21,24,37,55,57
perde,03,23,24,25,30,34
perde,26,33,36,43,49,51
vence,6,19,22,34,43,45
perde,04,07,08,20,41,48
perde,12,17,39,51,54,60
perde,07,11,13,32,47,58
perde,03,04,26,32,46,58
perde,11,12,23,27,35,57
perde,09,17,27,33,39,41
perde,01,22,28,39,41,51
vence,5,8,23,34,44,51
perde,17,21,28,30,31,36
perde,08,10,11,12,21,22
vence,1,8,24,34,49,56
perde,21,41,45,47,49,59
perde,06,08,16,17,37,53
perde,23,35,40,42,49,54
perde,06,15,25,26,29,58
perde,04,26,28,42,50,51
perde,02,03,16,38,51,52
perde,02,12,24,33,47,52
perde,02,03,23,25,49,53
perde,01,06,47,52,56,58
perde,06,14,28,40,42,44
vence,2,14,23,28,50,56
perde,29,31,35,43,47,59
vence,5,30,36,39,57,58
vence,13,22,30,31,47,57
perde,13,20,24,29,41,50
perde,02,06,21,22,38,51
perde,14,20,27,47,57,60
perde,07,10,23,28,29,54
perde,03,11,14,38,51,60
perde,10,16,21,23,46,47
perde,04,07,22,24,41,49
perde,13,20,45,46,48,57
perde,05,11,18,23,43,49
perde,02,05,18,24,40,48
perde,01,14,32,36,53,57
perde,09,19,27,28,42,60
perde,17,18,29,30,43,59
perde,15,32,36,39,50,60
perde,04,08,21,26,43,55
perde,09,14,25,26,32,60
perde,03,11,20,27,39,50
perde,03,17,28,36,39,47
perde,19,23,36,37,41,58
perde,13,22,26,28,30,47
perde,02,28,29,39,47,57
perde,02,18,22,36,43,56
perde,02,17,23,25,54,56
perde,07,11,19,21,45,53
perde,12,19,22,26,27,51
perde,01,08,22,33,42,44
perde,14,25,27,29,33,56
perde,06,27,42,43,55,59
perde,10,13,18,28,38,57
perde,01,07,14,19,24,33
perde,01,07,32,34,56,60
perde,01,05,39,46,48,50
perde,04,05,07,14,37,39
perde,18,25,30,40,50,60
perde,31,37,40,42,53,58
perde,05,12,15,29,32,35
vence,13,21,26,29,42,47
perde,14,23,42,43,45,47
vence,17,29,32,38,45,50
perde,08,10,37,40,43,60
perde,21,22,35,41,47,55
perde,07,16,24,44,47,51
perde,11,21,34,41,52,59
vence,10,12,27,33,49,52
perde,14,20,21,26,49,51
perde,02,04,32,37,44,47
perde,08,12,13,38,39,50
perde,36,38,43,46,51,52
perde,02,07,12,14,35,60
perde,01,11,27,30,34,59
perde,02,06,26,35,43,49
perde,08,15,23,57,58,60
perde,11,23,24,43,56,58
perde,19,35,41,42,50,57
perde,01,02,08,36,49,54
perde,03,08,21,32,41,59
perde,20,34,40,49,55,57
perde,32,42,54,55,56,60
perde,05,09,24,29,54,57
perde,16,32,33,38,53,58
perde,01,03,18,27,54,58
perde,05,22,28,37,42,56
perde,01,04,17,28,31,59
vence,7,20,31,32,50,53
vence,1,24,28,38,40,58
perde,09,11,19,25,33,57
vence,12,13,37,44,48,51
perde,10,17,23,27,35,49
perde,06,24,42,44,50,58
perde,06,09,37,45,50,55
perde,04,27,34,39,49,56
perde,07,08,40,42,47,51
vence,15,17,20,31,41,48
perde,03,08,10,33,34,56
vence,4,14,17,43,51,58
perde,02,05,14,40,56,60
perde,12,18,30,49,53,60
perde,02,10,16,23,40,58
perde,13,30,36,53,56,59
perde,07,20,21,33,40,45
perde,04,06,13,17,37,50
vence,12,14,17,18,19,22
vence,3,5,9,45,51,52
perde,02,10,11,20,29,56
perde,03,15,16,34,40,56
perde,05,25,34,36,49,53
vence,7,25,26,30,40,57
perde,09,17,21,23,24,53
vence,3,5,11,27,35,44
perde,04,06,08,17,47,49
perde,01,09,20,31,57,60
perde,05,11,19,34,39,52
perde,14,21,27,38,39,52
vence,3,9,14,15,32,57
perde,14,18,30,34,43,51
vence,4,13,31,33,47,51
perde,02,06,13,28,34,52
vence,1,3,5,23,41,58
perde,03,05,20,29,31,35
perde,11,17,18,25,36,60
perde,06,08,27,33,43,60
perde,02,04,10,19,40,51
vence,13,17,27,29,40,56
perde,10,18,29,31,46,53
perde,10,17,39,51,56,59
perde,07,14,20,25,39,44
perde,05,19,23,35,55,58
vence,8,10,21,25,38,50
perde,06,15,18,42,43,54
perde,02,17,20,23,25,41
perde,05,09,10,20,58,60
perde,06,13,14,29,32,57
vence,8,17,34,37,43,45
perde,13,18,20,24,41,52
perde,04,13,20,36,48,54
perde,17,43,47,49,53,56
vence,1,3,4,39,51,53
perde,04,07,08,12,23,34
perde,15,34,35,39,41,46
perde,20,31,32,39,43,54
perde,09,31,44,46,50,59
perde,07,17,20,30,37,38
perde,04,09,20,31,37,43
perde,07,10,15,47,48,53
perde,01,05,21,34,38,52
perde,27,28,30,39,54,58
perde,29,33,39,44,48,58
perde,02,06,18,32,35,43
perde,01,12,27,37,38,49
perde,14,40,41,48,53,56
perde,07,15,45,46,47,52
perde,03,12,19,34,48,49
vence,5,9,27,35,40,45
perde,04,07,17,28,31,49
vence,9,24,26,39,46,57
perde,06,16,24,30,46,47
perde,03,04,33,37,54,57
perde,01,03,12,14,41,42
perde,09,11,23,32,40,56
perde,15,28,46,47,50,55
perde,14,18,23,26,29,45
perde,04,17,40,49,53,55
perde,01,11,33,44,50,57
perde,10,11,24,37,52,60
perde,01,12,16,21,32,38
perde,21,31,33,44,54,58
perde,09,20,22,23,46,51
perde,07,30,36,44,51,56
perde,03,04,05,08,23,49
perde,24,25,30,37,43,51
perde,12,15,27,41,42,45
perde,04,27,43,44,45,49
perde,02,07,09,12,20,24
perde,02,21,31,42,48,56
perde,02,11,18,20,33,49
perde,11,24,26,29,51,57
perde,07,16,25,30,38,55
perde,01,21,25,50,52,55
perde,16,20,35,40,48,50
perde,09,11,41,46,52,54
perde,04,33,37,43,47,56
perde,03,17,31,46,47,54
vence,13,21,30,36,59,60
perde,20,23,25,43,45,49
perde,09,30,42,45,46,60
perde,12,14,18,23,46,49
perde,13,29,32,34,48,60
vence,9,18,36,44,57,60
perde,01,05,21,32,37,56
perde,04,20,21,25,53,60
perde,10,12,21,29,46,59
perde,05,09,13,20,25,33
perde,11,19,36,44,51,57
perde,07,12,18,34,36,53
